fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
5.9,0.384,0.331,4.28,0.1172,23.5,100.5,0.99631,3.308,0.756,11.45,6
5.46,0.688,0.11,5.9,0.077,10.5,40.6,0.99807,3.395,0.33,11.69,4
10.1,0.415,0.325,1.2,0.012,14.4,52.8,0.99769,3.223,0.375,11.18,7
12.57,0.573,0.504,1.9,0.0223,1.0,14.6,0.99939,3.211,0.557,8.72,5
10.73,0.675,0.155,1.2,0.1669,31.7,29.6,0.99638,3.216,0.746,10.95,6
9.3,0.522,0.68,1.2,0.1688,1.0,98.0,0.99803,3.135,0.696,11.89,5
9.35,0.609,0.169,2.76,0.091,19.8,71.1,0.99806,3.45,0.837,9.56,5
9.8,0.436,0.277,4.97,0.012,18.4,60.2,0.99606,3.235,0.676,10.0,6
9.64,0.493,0.14,1.2,0.0359,16.3,6.0,0.99648,3.482,0.655,10.36,6
8.81,0.491,0.315,4.18,0.012,16.6,22.9,0.99668,3.393,0.476,10.62,7
8.5,0.394,0.0,4.8,0.012,5.3,103.7,0.99435,3.307,0.62,9.83,5
8.21,0.496,0.165,6.14,0.1823,12.4,60.0,0.99596,3.436,0.655,10.48,5
7.01,0.251,0.058,1.2,0.1838,26.0,64.1,0.99954,3.166,0.33,10.97,5
7.83,0.44,0.297,5.86,0.0343,29.1,52.1,0.99867,3.191,0.507,8.4,3
5.37,0.477,0.465,1.2,0.0866,11.5,26.3,0.9956,3.421,0.737,10.5,5
8.15,0.482,0.397,2.01,0.0266,1.0,57.4,0.99667,2.973,0.689,10.01,5
6.6,0.485,0.0,1.2,0.0863,7.7,6.0,0.99855,3.313,0.615,8.59,7
6.4,0.517,0.669,1.2,0.164,35.2,6.0,0.99754,3.402,0.555,11.02,5
8.63,0.614,0.329,3.19,0.1377,8.3,22.3,0.99822,3.513,0.362,10.75,5
10.74,0.685,0.12,1.47,0.125,14.9,52.8,0.99771,3.544,0.33,10.6,3
9.92,0.412,0.302,1.2,0.0779,30.7,6.0,0.99711,3.291,0.606,11.07,6
5.59,0.313,0.305,1.2,0.1463,10.4,50.6,0.99638,3.43,0.911,10.76,6
6.6,0.341,0.141,2.77,0.1174,14.1,13.7,0.99443,3.187,0.664,9.63,7
9.96,0.441,0.31,1.2,0.106,24.2,18.2,0.99802,3.243,0.832,11.19,5
6.61,0.465,0.153,4.1,0.0816,33.8,89.2,0.99628,3.522,0.458,11.38,4
7.93,0.39,0.192,1.2,0.102,9.1,47.7,0.99357,3.305,0.706,9.26,4
9.28,0.296,0.137,1.2,0.1005,30.4,16.7,0.99566,3.336,0.538,11.36,5
6.64,0.446,0.0,1.22,0.0616,12.9,52.6,0.99832,3.152,0.532,10.12,4
8.5,0.56,0.299,1.66,0.0506,6.6,6.0,0.99306,3.376,0.785,11.08,6
6.0,0.635,0.385,1.2,0.0401,18.5,59.0,0.99474,3.427,0.638,10.58,5
7.27,0.428,0.371,1.2,0.0432,3.8,82.9,0.99696,3.422,0.422,10.24,4
8.88,0.454,0.431,8.3,0.0782,20.8,68.2,0.99937,3.124,0.675,11.0,7
5.55,0.362,0.334,2.57,0.0704,48.8,117.5,0.9986,3.465,0.536,10.06,7
9.09,0.522,0.167,1.2,0.0578,27.4,6.0,0.99955,3.157,0.412,11.58,4
8.29,0.376,0.435,1.41,0.0543,14.8,50.6,0.99709,3.307,0.489,11.75,7
9.28,0.631,0.006,5.2,0.1007,26.9,6.0,0.9963,3.062,1.006,9.83,5
8.71,0.208,0.095,1.2,0.1517,6.1,40.8,0.9983,3.283,0.864,10.24,5
10.69,0.464,0.083,1.2,0.0865,7.9,46.5,0.99499,3.156,0.33,10.02,4
8.54,0.582,0.482,3.55,0.0834,15.1,121.5,0.99484,3.242,0.626,10.82,5
7.57,0.561,0.455,2.33,0.0431,16.8,44.5,0.99451,3.32,0.638,11.82,5
8.53,1.01,0.366,2.11,0.0765,2.3,43.9,0.99877,3.438,0.613,8.64,4
9.27,0.591,0.48,1.2,0.1429,12.7,79.5,0.99511,3.433,0.545,8.9,6
8.41,0.348,0.1,1.2,0.1358,14.4,44.7,0.9986,2.951,0.785,10.33,5
8.39,0.511,0.339,2.44,0.1325,32.0,106.7,0.99698,3.415,0.818,10.62,4
7.1,0.21,0.247,1.2,0.131,2.3,68.5,0.99879,3.343,0.836,9.41,5
7.17,0.514,0.436,1.75,0.1075,1.4,73.7,0.9946,3.225,0.714,10.61,6
5.88,0.379,0.249,1.97,0.1059,17.7,6.0,0.99551,3.175,0.761,9.63,5
11.36,0.692,0.196,1.2,0.0985,27.9,111.8,0.99756,3.301,0.599,9.94,5
6.16,0.43,0.376,7.41,0.0674,21.6,24.9,0.99588,3.347,0.39,11.78,6
7.11,0.507,0.442,4.62,0.0909,19.0,46.1,0.99196,3.369,0.386,10.05,5
7.07,0.414,0.141,3.2,0.0971,12.9,25.0,0.99409,3.281,0.513,10.03,6
9.88,0.839,0.259,1.2,0.1168,22.9,12.8,0.99458,2.922,0.624,10.56,4
7.81,0.47,0.065,1.2,0.0917,24.5,6.9,0.99473,3.235,0.44,11.59,4
10.49,0.856,0.0,1.7,0.1859,13.2,49.9,0.998,3.129,0.466,10.37,3
7.15,0.674,0.31,1.2,0.0301,5.9,6.0,0.99734,3.628,0.594,9.82,5
8.81,0.614,0.39,9.57,0.1225,6.0,38.5,0.99701,3.32,0.805,11.04,5
6.87,0.594,0.322,1.2,0.0851,25.1,81.3,1.00052,3.425,0.715,11.29,6
12.05,0.598,0.0,1.67,0.0871,1.0,67.3,0.99893,3.409,0.511,11.64,5
6.25,0.183,0.203,1.2,0.0488,33.4,60.7,0.99822,3.359,0.666,10.38,6
8.86,0.478,0.0,2.55,0.1349,11.1,17.0,0.99386,3.247,0.432,10.93,5
9.42,0.679,0.538,1.2,0.1177,19.1,6.0,0.99681,3.227,0.511,11.27,7
9.04,0.519,0.059,1.41,0.1262,23.2,80.7,0.99727,3.0,0.376,10.61,4
8.0,0.276,0.516,1.2,0.095,8.7,31.7,0.99591,3.333,0.731,11.83,5
8.09,0.519,0.455,5.47,0.0717,11.1,43.7,0.99994,3.357,0.61,11.12,5
8.4,0.833,0.095,1.2,0.0839,17.3,40.0,0.9968,3.304,0.631,12.43,7
8.06,0.751,0.05,6.13,0.1074,6.9,68.6,0.99437,3.333,0.795,11.4,4
10.0,0.517,0.339,4.47,0.012,4.7,107.1,0.9948,3.125,0.488,8.4,5
12.17,0.698,0.106,1.2,0.128,5.6,94.6,1.00104,3.266,0.737,9.99,4
7.35,0.462,0.291,3.89,0.201,28.5,6.0,0.9959,3.211,0.995,8.69,5
5.94,0.223,0.177,1.2,0.1096,20.0,36.3,0.99275,3.413,0.491,9.74,4
8.17,0.363,0.0,8.52,0.0738,7.6,6.0,0.99556,3.317,0.392,10.02,4
12.81,0.808,0.0,1.87,0.0794,25.0,77.3,0.99323,3.212,0.444,11.35,6
6.92,0.479,0.315,1.2,0.1203,8.2,46.6,0.99844,3.286,0.724,9.95,5
11.17,0.484,0.161,1.2,0.0749,1.0,66.4,0.99299,3.151,0.955,11.91,5
11.24,0.474,0.163,1.2,0.1278,23.2,33.5,0.99404,3.26,0.948,9.7,5
7.36,0.869,0.407,11.36,0.0788,33.1,12.3,0.99671,3.401,0.802,10.11,5
9.31,0.819,0.5,1.2,0.1676,21.7,17.9,0.99881,3.106,0.807,9.09,5
11.15,0.925,0.218,2.66,0.1663,1.0,6.0,0.99657,3.302,0.737,11.97,3
7.66,0.5,0.205,1.46,0.0715,15.6,6.0,0.99431,3.196,0.781,12.11,5
7.97,0.581,0.369,7.44,0.0832,13.0,6.0,0.99705,3.106,0.71,10.28,4
7.31,0.257,0.006,1.2,0.0859,19.8,12.4,0.99581,3.598,0.522,8.84,6
6.55,0.792,0.315,1.9,0.0866,7.0,10.5,0.99885,3.504,0.949,10.2,5
7.19,0.319,0.379,1.65,0.0425,12.4,59.4,0.99832,3.219,0.885,10.67,7
6.19,0.567,0.404,3.03,0.0359,1.0,58.1,0.99568,3.266,0.526,9.74,6
8.38,0.332,0.0,1.2,0.1457,18.2,59.4,0.99818,3.0,0.768,12.94,6
6.98,0.423,0.123,1.2,0.1382,1.4,85.1,0.99722,3.066,0.906,12.37,6
8.73,0.378,0.1,1.2,0.1374,20.4,43.9,0.9993,3.137,0.729,8.55,6
5.61,0.419,0.29,3.35,0.0837,8.0,20.8,0.9981,3.306,0.623,9.19,6
8.9,0.431,0.365,1.2,0.1759,1.0,119.2,0.99774,3.293,0.901,10.91,5
9.77,0.43,0.563,2.13,0.0859,24.2,76.3,0.99922,3.362,0.701,9.27,4
4.85,0.677,0.174,1.2,0.1276,21.0,51.5,0.99673,3.416,0.551,10.62,3
8.97,0.33,0.174,4.94,0.0217,30.0,49.2,0.99523,3.354,0.462,10.43,4
10.46,0.567,0.495,7.13,0.0762,1.0,56.0,0.99708,3.144,0.33,10.38,5
6.22,0.746,0.329,1.83,0.0797,9.0,39.8,0.99602,3.361,0.993,11.51,6
11.23,0.436,0.518,1.2,0.0839,17.2,50.7,0.99785,3.409,0.516,12.35,5
9.05,0.399,0.327,1.2,0.0247,21.9,62.9,0.99682,3.245,0.822,10.84,7
7.09,0.487,0.045,1.2,0.1201,1.0,22.6,0.99747,3.027,0.502,9.12,4
8.22,0.739,0.011,1.2,0.1353,20.4,6.0,0.99441,3.493,0.686,10.57,4
9.29,0.563,0.0,2.65,0.052,9.9,6.0,0.99767,3.325,0.734,9.79,6
8.45,0.433,0.4,1.91,0.0331,1.0,75.7,0.99426,2.884,0.447,12.55,7
9.26,0.615,0.503,7.21,0.0509,8.0,6.0,0.99853,3.63,0.821,11.16,6
6.72,0.331,0.632,1.26,0.1103,21.3,61.8,0.99853,3.237,0.624,10.85,6
8.61,0.65,0.435,2.96,0.059,1.0,8.5,0.99736,3.687,0.752,11.12,6
5.86,0.601,0.498,1.68,0.0807,22.5,9.0,0.99729,3.369,0.905,10.38,7
8.13,0.473,0.158,1.8,0.0365,18.8,22.8,0.99628,3.28,0.784,11.76,6
6.75,0.378,0.045,1.2,0.18,13.2,52.9,0.99555,3.339,0.642,9.81,4
7.04,0.369,0.437,1.52,0.0904,1.0,6.0,0.99667,3.202,0.988,11.45,7
10.47,0.624,0.352,1.59,0.141,1.0,26.2,1.00047,3.32,0.65,12.12,5
10.22,0.748,0.292,3.07,0.1102,11.7,45.6,0.99714,3.621,0.674,9.55,5
9.38,0.414,0.347,7.06,0.085,4.1,6.7,0.99414,3.173,0.63,10.78,5
6.42,0.61,0.334,1.2,0.0826,12.4,93.5,0.99345,3.393,0.45,10.87,4
7.77,0.154,0.521,1.2,0.0529,25.3,6.0,0.99397,3.2,0.431,9.27,6
10.43,0.423,0.524,1.71,0.0658,13.0,39.3,0.99598,3.285,0.564,8.96,5
8.57,0.522,0.377,1.97,0.0396,12.7,88.3,0.99911,3.615,0.486,9.44,5
12.36,0.365,0.436,1.2,0.0345,12.7,6.0,0.99476,3.392,0.611,10.36,5
9.0,0.36,0.371,3.57,0.1851,26.5,42.9,0.9994,3.426,0.798,10.87,5
8.65,0.408,0.181,10.49,0.1001,29.4,50.8,0.99704,3.322,0.588,10.02,5
7.78,0.58,0.419,7.29,0.1559,20.3,19.9,0.99762,3.726,0.695,12.49,6
8.55,0.494,0.0,1.2,0.0497,17.3,43.9,0.99757,3.165,0.572,11.52,6
8.05,0.127,0.477,5.21,0.0282,18.3,64.9,0.99782,3.068,1.091,10.9,7
9.55,0.148,0.038,3.05,0.041,30.8,31.1,0.99592,3.571,0.914,9.96,6
9.98,0.419,0.327,1.51,0.0672,20.9,71.6,0.99226,3.252,0.616,10.49,4
6.95,0.61,0.106,1.94,0.0887,31.8,59.4,0.99558,3.374,0.704,11.6,6
6.0,0.12,0.379,4.74,0.0799,11.5,27.3,0.99501,3.575,0.43,11.4,6
5.13,0.439,0.264,1.64,0.0507,1.9,83.6,0.99729,3.376,0.622,11.39,5
9.2,0.434,0.0,1.2,0.0911,8.9,22.1,0.99712,3.655,0.556,10.1,4
6.4,0.777,0.353,1.7,0.0952,10.0,74.6,0.99618,3.332,0.784,9.86,5
4.6,0.459,0.158,2.16,0.12,32.7,22.7,1.00004,3.202,0.5,8.89,7
9.0,0.597,0.443,1.2,0.1561,23.6,36.1,0.99548,2.949,0.94,10.99,5
12.66,0.553,0.271,5.78,0.0699,9.2,41.1,0.99247,3.357,0.647,8.8,5
8.31,0.147,0.348,2.8,0.1441,24.3,57.6,0.99693,2.967,0.51,10.4,6
9.78,0.666,0.084,2.51,0.0901,14.5,6.0,0.99896,3.361,0.663,9.97,4
8.46,0.567,0.156,1.2,0.0152,33.0,61.5,0.99725,3.536,0.783,10.66,3
8.15,0.619,0.182,2.32,0.1708,12.4,43.1,0.99602,3.308,0.746,11.67,6
9.92,1.231,0.438,1.2,0.1938,1.0,55.9,0.99716,3.34,0.685,11.87,4
7.81,0.155,0.598,1.2,0.1161,13.9,63.0,1.00019,3.452,0.807,11.17,6
8.79,0.837,0.114,1.87,0.0912,12.4,59.4,0.99504,3.414,0.797,9.6,5
8.88,0.477,0.481,1.29,0.0742,1.8,6.0,0.99676,3.49,0.798,10.4,7
7.16,0.579,0.0,2.22,0.0652,22.0,11.6,0.99797,3.308,0.611,9.49,5
10.05,0.52,0.038,1.2,0.1439,30.8,57.4,0.99718,2.964,0.61,9.72,7
8.02,0.452,0.084,1.41,0.0862,4.1,53.0,0.99623,3.492,0.623,10.94,6
7.01,0.426,0.007,1.2,0.1657,26.0,20.5,0.99589,3.274,0.574,9.38,6
9.25,0.587,0.0,10.88,0.0886,9.5,70.7,0.99616,3.176,0.676,9.93,5
6.76,0.256,0.352,2.06,0.0676,15.6,38.0,0.99771,3.363,0.657,9.28,6
8.37,0.662,0.229,2.91,0.0587,14.5,75.6,0.9976,3.34,0.939,11.12,4
8.3,0.454,0.345,1.2,0.052,15.6,86.3,1.00068,3.196,0.572,10.03,5
10.21,0.326,0.406,1.2,0.1112,20.8,55.6,0.99378,3.113,0.49,8.4,6
9.15,0.447,0.323,9.31,0.0262,5.2,64.7,1.00004,3.383,0.768,12.17,6
8.28,0.753,0.399,1.2,0.0485,29.4,26.5,0.99631,3.18,0.67,11.5,4
9.74,0.432,0.257,1.38,0.1493,21.1,75.8,0.99653,3.329,0.541,8.4,4
10.74,0.592,0.04,2.62,0.0421,24.6,53.6,0.99833,3.369,0.791,11.21,5
9.29,0.397,0.477,1.2,0.1275,7.7,36.8,0.99832,3.46,0.611,12.05,6
8.34,0.664,0.156,4.16,0.012,4.2,6.4,0.9989,3.637,0.917,10.22,5
6.04,0.651,0.089,1.92,0.1552,28.2,30.5,0.99931,3.348,0.496,10.58,6
6.47,0.859,0.236,1.2,0.0273,3.8,10.0,0.99662,3.245,0.559,10.08,5
7.79,0.497,0.093,1.2,0.0458,17.4,71.5,0.99934,3.566,0.68,10.98,4
7.26,0.648,0.19,1.2,0.119,26.5,86.6,0.9955,3.472,0.889,11.53,7
7.99,0.546,0.338,5.64,0.0997,14.5,76.6,0.99612,3.337,0.537,9.15,5
8.42,0.76,0.339,2.9,0.1291,28.1,128.3,0.99635,3.347,0.722,9.66,5
9.24,0.399,0.096,1.2,0.0269,13.0,31.3,0.9957,3.315,0.46,10.53,6
8.2,0.661,0.176,1.2,0.0735,2.5,66.1,0.99681,3.336,0.814,10.75,6
9.17,0.493,0.48,2.93,0.058,19.8,7.6,0.9984,3.295,0.547,10.86,5
8.43,0.517,0.368,2.12,0.0348,17.9,40.0,0.99794,3.161,0.763,10.21,6
4.88,0.544,0.676,1.3,0.115,44.0,6.0,0.99553,3.312,0.772,9.48,5
6.69,0.573,0.501,1.2,0.1313,6.0,65.2,0.99538,3.582,0.349,11.47,5
8.07,0.507,0.494,1.2,0.0712,13.2,34.8,0.99507,3.185,0.694,9.11,5
6.22,0.566,0.0,2.77,0.1586,8.2,6.0,0.99687,3.269,0.572,9.89,4
9.36,0.81,0.42,8.82,0.0501,14.4,23.9,0.9937,3.174,0.743,10.44,4
10.98,0.704,0.261,1.2,0.1574,14.0,105.5,0.99501,3.489,0.509,10.94,5
10.44,0.684,0.164,2.27,0.1134,6.7,60.0,0.99583,3.439,0.559,10.11,5
7.95,0.446,0.304,1.38,0.0295,20.8,71.8,0.99871,3.114,0.862,11.23,7
10.91,0.369,0.455,1.48,0.1801,13.6,50.6,0.99645,3.0,0.849,11.76,6
8.58,0.699,0.369,1.2,0.0661,29.9,40.5,0.99861,3.444,0.489,9.75,4
7.73,0.685,0.1,4.36,0.1436,9.1,47.0,0.99706,3.105,0.963,10.84,4
7.25,0.792,0.416,1.66,0.0938,35.3,54.5,0.9958,3.439,0.33,10.68,5
7.79,0.42,0.147,1.96,0.1046,18.8,10.4,0.99588,3.213,0.694,10.06,5
7.64,0.487,0.313,1.2,0.1294,29.2,71.6,0.99448,3.418,0.44,8.4,4
8.62,0.235,0.212,1.2,0.1268,17.1,83.4,1.00127,3.379,0.721,10.8,5
8.6,0.458,0.228,1.2,0.0709,7.7,40.0,0.99881,3.228,0.614,10.92,5
8.33,0.706,0.42,3.13,0.112,13.1,29.3,0.99785,3.176,0.485,11.58,6
9.08,0.444,0.068,1.2,0.1085,1.4,22.1,0.99422,3.4,0.533,10.06,3
10.39,0.643,0.65,2.93,0.097,14.7,104.3,0.99584,3.204,0.524,9.71,6
9.97,0.494,0.0,1.24,0.0774,17.7,31.6,0.99485,3.482,0.671,9.44,5
5.74,0.586,0.154,1.34,0.0969,16.3,68.0,0.99694,3.183,0.824,8.4,4
4.6,0.323,0.343,1.58,0.1795,29.8,40.2,0.99494,3.365,0.991,9.99,6
9.95,0.543,0.385,1.2,0.0731,14.3,38.5,0.99543,3.251,0.629,13.38,6
5.94,0.12,0.251,1.2,0.1437,1.0,21.3,0.99499,3.312,0.709,11.78,5
7.93,0.495,0.26,1.2,0.0579,52.9,14.5,0.99624,3.203,0.86,9.36,4
6.28,0.236,0.351,2.72,0.0456,8.6,70.8,0.99684,3.283,0.582,9.87,6
5.18,0.744,0.226,2.74,0.241,26.0,13.8,0.99629,2.916,0.525,9.86,5
9.26,0.667,0.543,1.2,0.1124,1.0,61.7,0.99961,3.186,0.989,11.92,5
9.64,0.612,0.435,1.54,0.1137,18.4,49.5,0.99824,3.221,0.627,12.8,7
7.32,0.8,0.441,1.2,0.115,7.6,71.2,0.99521,3.3,0.695,10.52,5
4.6,0.358,0.083,1.2,0.1531,1.0,26.4,0.99732,3.51,0.385,10.7,6
7.37,0.841,0.256,1.2,0.1062,12.9,82.0,0.99537,3.204,0.569,10.98,4
9.0,0.695,0.212,5.68,0.1254,15.3,41.8,0.99595,3.529,0.979,10.4,4
5.75,0.486,0.075,1.2,0.0372,13.6,131.7,0.99761,3.178,0.737,10.72,5
8.64,0.731,0.341,1.2,0.1332,18.4,6.0,0.99796,3.14,0.653,10.47,5
8.29,0.33,0.166,1.2,0.0759,13.1,126.4,0.99558,3.021,0.895,10.93,7
9.33,0.38,0.399,1.2,0.1186,16.6,42.3,0.9946,3.404,0.378,8.4,5
8.53,0.419,0.062,2.55,0.012,17.6,53.8,0.99687,3.324,0.587,9.91,5
6.63,0.433,0.606,1.2,0.1166,15.5,26.6,0.99753,3.395,1.045,9.15,5
10.4,0.339,0.096,1.2,0.012,14.1,6.0,0.99549,3.331,0.65,11.16,5
8.04,0.747,0.314,2.59,0.074,6.5,29.1,0.99825,3.31,0.648,9.58,4
8.27,0.482,0.425,1.2,0.012,22.1,34.4,0.99791,3.355,0.858,8.75,5
6.7,0.591,0.16,3.08,0.1168,12.9,52.5,0.99546,3.642,0.87,8.51,5
7.55,0.426,0.437,2.04,0.0903,12.1,83.4,0.99885,3.238,0.437,10.9,5
6.78,0.202,0.031,1.2,0.0508,21.2,52.7,0.99891,3.627,0.731,9.43,5
8.02,0.576,0.554,2.63,0.1544,18.1,53.3,1.00063,3.442,0.956,10.27,6
11.3,0.186,0.274,1.2,0.0449,8.6,59.1,0.99995,3.367,0.549,12.11,6
5.93,0.516,0.155,1.92,0.012,29.0,6.0,0.99499,3.396,0.595,10.82,6
5.51,0.283,0.213,1.44,0.1111,3.4,6.0,0.99846,2.819,0.663,9.87,5
10.88,0.884,0.429,1.2,0.012,5.1,6.0,0.99837,3.271,0.776,9.16,4
7.96,0.691,0.157,2.32,0.0463,22.9,34.2,0.99604,3.208,0.415,10.89,4
7.16,0.547,0.125,5.13,0.0627,34.2,6.0,0.99756,3.636,0.33,10.28,6
10.13,0.754,0.228,15.5,0.0201,9.8,23.8,0.99313,3.258,0.695,11.04,4
7.27,0.377,0.041,2.34,0.0638,20.2,6.0,0.99308,3.306,0.856,8.4,6
11.5,0.625,0.626,1.3,0.021,3.4,62.5,0.99344,3.304,0.605,11.64,5
9.5,0.564,0.161,1.2,0.0946,6.2,60.9,0.99744,3.11,0.554,8.59,5
7.47,0.575,0.433,1.2,0.0292,27.7,36.6,0.99753,3.225,0.63,9.9,4
12.07,0.756,0.312,1.63,0.0884,19.7,6.0,0.99618,3.437,0.93,11.91,5
7.27,0.659,0.079,1.2,0.1416,28.0,38.7,0.99997,2.983,0.545,8.4,3
9.61,0.58,0.27,6.13,0.1238,27.2,57.3,0.99858,3.359,0.755,10.33,7
8.84,0.232,0.424,1.2,0.0832,1.0,73.1,0.99366,3.172,0.462,10.13,6
10.59,0.356,0.234,1.2,0.0405,3.4,104.2,0.99637,3.511,0.47,10.39,6
11.04,0.506,0.504,1.21,0.0945,18.7,83.3,0.99491,3.372,0.802,10.8,5
8.38,0.545,0.47,4.53,0.0543,1.0,51.9,0.99749,3.077,0.936,10.44,5
7.01,0.326,0.45,2.63,0.0965,4.8,37.1,0.99664,3.247,0.809,8.99,6
9.12,0.96,0.181,2.38,0.012,30.8,22.0,0.99502,3.381,0.33,10.52,3
7.14,0.799,0.06,1.2,0.1249,10.2,91.1,0.99992,3.264,0.587,10.4,4
11.82,0.636,0.151,4.26,0.0886,23.3,52.0,0.99681,3.333,0.699,10.36,4
8.56,0.541,0.309,1.2,0.1908,15.6,67.2,0.99591,3.308,0.668,12.65,5
7.68,0.49,0.377,5.12,0.1484,8.8,27.1,0.99622,3.444,0.332,11.85,4
8.64,0.358,0.0,1.8,0.1136,1.0,6.0,0.99978,3.379,0.437,12.38,4
5.98,0.542,0.269,1.27,0.0812,18.3,33.3,0.99843,3.304,0.522,10.79,4
6.63,0.574,0.302,1.72,0.0527,31.1,36.5,0.99639,3.314,0.647,12.33,6
10.41,0.306,0.217,2.75,0.1313,9.1,52.8,0.99482,3.144,0.33,9.5,4
7.18,0.588,0.523,1.2,0.0762,16.6,22.2,0.99511,3.537,0.76,10.04,6
6.5,0.5,0.353,5.13,0.1419,1.0,47.3,0.99578,3.767,0.642,9.8,6
9.25,0.187,0.526,1.48,0.1058,8.8,85.2,0.99766,3.26,0.481,9.89,5
10.38,0.374,0.229,1.2,0.1062,19.4,6.0,0.99814,3.318,0.691,10.46,4
9.57,0.454,0.454,1.2,0.1149,23.6,6.0,0.99532,3.467,0.413,10.64,6
10.05,0.866,0.59,1.45,0.0438,21.7,87.5,0.99822,3.466,0.649,10.88,4
7.0,0.628,0.527,1.71,0.039,1.0,6.0,0.99497,3.338,0.352,12.29,5
5.85,0.289,0.058,1.29,0.0373,11.1,34.0,0.99554,3.161,0.377,8.79,4
10.93,0.615,0.222,2.84,0.1362,5.8,66.5,0.99395,3.591,0.581,9.13,5
7.76,0.251,0.204,1.37,0.0426,12.6,44.5,0.99389,3.416,0.536,8.4,6
7.88,0.722,0.366,8.14,0.0484,14.7,44.1,0.99495,3.345,0.723,9.52,6
10.63,0.444,0.405,2.29,0.1123,27.0,48.9,0.99665,3.2,0.655,9.94,5
9.29,0.511,0.107,4.12,0.0752,19.0,129.3,0.99481,3.32,1.015,9.67,4
9.11,0.765,0.284,1.2,0.0691,30.7,105.1,0.99955,3.032,0.613,9.2,4
12.09,0.298,0.0,1.27,0.0651,8.6,23.6,0.99493,3.425,0.33,10.52,4
7.2,0.278,0.552,1.2,0.012,1.0,81.0,0.99705,3.463,0.33,10.01,7
9.93,0.424,0.171,2.11,0.0416,31.1,63.1,0.99921,3.346,0.455,9.47,8
8.42,0.714,0.282,4.94,0.1425,20.4,45.8,0.99688,3.163,1.233,10.58,5
8.79,0.256,0.211,1.2,0.0616,8.1,16.6,0.99601,3.381,0.652,9.81,6
10.98,0.12,0.494,1.2,0.012,20.4,61.3,0.99698,3.432,0.846,11.66,6
9.2,0.447,0.0,4.75,0.0396,24.6,36.4,0.99563,3.197,0.829,10.24,6
9.26,0.627,0.268,1.2,0.1039,17.1,34.0,0.9948,3.455,0.443,10.05,6
10.19,0.743,0.25,2.76,0.103,8.2,21.2,0.99786,3.392,0.353,10.7,4
7.68,0.445,0.183,1.96,0.0732,11.3,79.4,0.99559,3.269,0.767,8.4,4
6.86,0.454,0.608,4.47,0.0546,18.9,21.2,0.99848,3.225,0.33,11.72,7
6.5,0.735,0.098,1.2,0.0211,18.0,21.4,0.99821,3.283,0.824,11.26,6
4.9,0.193,0.422,1.2,0.1043,28.6,72.1,0.99702,3.162,0.638,9.57,6
11.9,0.458,0.34,2.03,0.1264,13.0,41.7,0.99854,3.351,0.763,9.21,5
6.4,0.562,0.517,7.31,0.1476,5.8,42.6,0.99567,3.397,0.71,9.34,5
7.94,0.608,0.141,1.34,0.0348,42.8,80.5,0.99819,3.491,0.719,8.91,6
7.84,0.437,0.128,1.2,0.1512,17.7,89.7,0.99818,3.357,0.676,8.6,5
8.85,0.534,0.485,2.33,0.0843,24.6,6.0,0.99613,3.371,0.706,8.88,5
9.74,0.12,0.354,6.66,0.0882,21.3,42.2,0.99588,3.27,0.666,8.4,6
9.82,0.41,0.0,4.53,0.129,17.8,6.0,0.99733,3.176,0.424,10.03,5
7.31,0.609,0.166,13.5,0.0616,13.5,33.7,1.00044,3.245,0.591,10.27,4
8.03,0.352,0.346,1.2,0.012,1.0,46.2,0.99626,3.531,1.027,11.79,6
8.81,0.539,0.434,1.2,0.1201,4.7,34.8,0.99584,3.409,0.711,11.48,5
7.89,0.608,0.139,2.35,0.1034,19.3,12.7,0.99894,3.374,0.852,9.63,4
11.12,0.467,0.0,4.3,0.0701,1.0,11.1,0.99683,3.031,0.491,10.16,6
9.17,0.559,0.373,1.2,0.1163,16.6,70.4,0.99835,3.359,0.488,11.6,6
9.6,0.356,0.033,1.2,0.1259,22.8,97.0,0.9995,3.106,0.453,9.94,5
9.47,0.491,0.0,3.87,0.0159,24.6,6.0,0.99308,3.117,0.432,10.6,6
10.36,0.637,0.0,1.2,0.0881,22.1,35.7,0.99663,3.134,0.382,9.77,4
8.63,0.556,0.43,1.2,0.012,25.9,70.6,0.99626,3.192,0.698,10.46,5
6.06,0.423,0.296,1.76,0.0812,32.7,45.4,0.99487,3.439,0.598,10.51,6
9.02,0.568,0.227,2.05,0.0695,27.3,9.8,0.99305,3.346,0.807,10.05,4
7.19,0.656,0.542,3.26,0.1101,17.9,30.8,0.99368,3.166,0.605,11.56,4
7.4,0.161,0.395,1.2,0.0366,14.5,56.4,0.9969,3.222,0.33,9.5,6
9.34,0.735,0.586,2.37,0.0672,17.1,36.4,0.99569,3.388,0.733,10.54,6
10.47,0.468,0.0,2.2,0.012,13.0,44.9,0.99518,3.418,0.33,12.33,6
8.36,0.604,0.264,1.98,0.1132,27.6,45.8,0.99688,3.332,0.694,10.75,4
8.86,0.742,0.0,2.56,0.0828,21.9,29.2,0.99538,3.134,0.527,9.57,4
11.28,0.282,0.226,1.2,0.0911,11.9,73.3,0.99915,3.247,0.698,10.79,5
8.74,0.401,0.223,1.2,0.0168,29.7,30.8,0.99552,3.678,0.413,13.02,7
